time_hours,time_minutes,ZT,Larinioides,Agelenopsis,Steatoda
13,23,803,0.8425339366515838,0.5720930232558138,1.021505376344086
13,24,804,0.8252100840336134,0.7155038759689922,0.9354838709677419
13,25,805,0.6514544279250162,0.9062015503875971,0.9354838709677418
13,26,806,0.8307692307692307,0.7410852713178293,0.8978494623655915
13,27,807,0.7780219780219781,0.6666666666666667,0.8225806451612903
13,28,808,0.8479638009049772,0.7186046511627907,0.8655913978494624
13,29,809,0.7899159663865547,0.5426356589147288,0.5053763440860215
13,30,810,0.8115061409179055,0.4813953488372093,0.6182795698924731
13,31,811,0.7753070458952814,0.5705426356589147,0.6290322580645162
13,32,812,0.893212669683258,0.8573643410852714,0.48924731182795694
13,33,813,0.8274078862314156,0.6527131782945738,0.6451612903225806
13,34,814,0.847446670976083,0.44418604651162785,0.609062980030722
13,35,815,0.7971557853910793,0.5069767441860465,0.7434715821812597
13,36,816,1.0212023270846802,0.6728682170542636,0.7188940092165899
13,37,817,0.8568842921784097,0.43798449612403095,0.6075268817204302
13,38,818,0.7725921137685844,0.4620155038759689,0.42857142857142866
13,39,819,0.759405300581771,0.5372093023255814,0.5560675883256528
13,40,820,0.7195862960568842,0.5170542635658913,0.5138248847926268
13,41,821,0.7674208144796381,0.5232558139534883,0.5053763440860214
13,42,822,0.8687782805429863,0.43100775193798446,0.35176651305683565
13,43,823,0.7547511312217196,0.631782945736434,0.4262672811059908
13,44,824,0.6892049127343245,0.6852713178294573,0.3817204301075268
13,45,825,0.6616677440206852,0.7604651162790699,0.31105990783410137
13,46,826,0.5830639948287006,0.7922480620155039,0.6082949308755762
13,47,827,0.6204266321913381,0.6317829457364341,0.40399385560675877
13,48,828,0.5868131868131867,0.6286821705426355,0.5130568356374808
13,49,829,0.5239819004524886,0.5279069767441861,0.33717357910906304
13,50,830,0.5755656108597285,0.4108527131782946,0.6482334869431644
13,51,831,0.5076923076923077,0.5201550387596898,0.4078341013824884
13,52,832,0.5824175824175823,0.3372093023255815,0.575268817204301
13,53,833,0.8005171299288946,0.26201550387596895,0.4631336405529954
13,54,834,0.770523594053006,0.3883720930232558,0.6029185867895545
13,55,835,0.7061409179056237,0.3627906976744186,0.5798771121351766
13,56,836,0.7009696186166775,0.35271317829457366,0.5529953917050691
13,57,837,0.682611506140918,0.3697674418604651,0.5023041474654378
13,58,838,0.6254686489980605,0.3666666666666667,0.3026113671274961
13,59,839,0.578021978021978,0.24883720930232556,0.3087557603686636
14,0,840,0.623141564318035,0.21085271317829457,0.25806451612903225
14,1,841,0.555268261150614,0.47286821705426363,0.42933947772657455
14,2,842,0.4978668390433097,0.5271317829457365,0.35176651305683565
14,3,843,0.5004524886877827,0.3147286821705426,0.2089093701996928
14,4,844,0.5557853910795085,0.4232558139534884,0.3778801843317972
14,5,845,0.5228183581124757,0.513953488372093,0.27572964669738864
14,6,846,0.47782805429864256,0.424031007751938,0.32949308755760365
14,7,847,0.5414350355526825,0.434108527131783,0.34869431643625187
14,8,848,0.5647058823529411,0.6054263565891471,0.5261136712749617
14,9,849,0.6535229476405946,0.5503875968992248,0.33947772657450076
14,10,850,0.5440206851971556,0.33720930232558144,0.499231950844854
14,11,851,0.5129928894634777,0.38759689922480617,0.34562211981566826
14,12,852,0.4393018745959922,0.4511627906976743,0.23271889400921658
14,13,853,0.4788623141564317,0.5829457364341085,0.33794162826420887
14,14,854,0.5329023917259211,0.4945736434108527,0.26036866359447003
14,15,855,0.5232062055591467,0.4953488372093023,0.14285714285714288
14,16,856,0.5425985778926956,0.5139534883720931,0.1543778801843318
14,17,857,0.48558500323206216,0.4449612403100775,0.019969278033794162
14,18,858,0.4213316095669037,0.4356589147286822,0.07373271889400922
14,19,859,0.454169360051713,0.4589147286821705,0.1436251920122888
14,20,860,0.49579831932773105,0.4782945736434108,0.11290322580645161
14,21,861,0.527601809954751,0.3348837209302325,0.16666666666666669
14,22,862,0.5353587588881705,0.33333333333333337,0.04915514592933948
14,23,863,0.47188106011635417,0.57984496124031,0.047619047619047616
14,24,864,0.5684550743374271,0.44573643410852715,0.0314900153609831
14,25,865,0.5555268261150615,0.3914728682170541,0.08064516129032258
14,26,866,0.5791855203619908,0.5837209302325581,0.09600614439324116
14,27,867,0.5197155785391078,0.3193798449612403,0.05069124423963133
14,28,868,0.5899159663865545,0.6844961240310078,0.03225806451612903
14,29,869,0.5260504201680672,0.34883720930232553,0.04838709677419355
14,30,870,0.550355526826115,0.38372093023255816,0.06989247311827956
14,31,871,0.45029088558500324,0.4201550387596899,0.043010752688172046
14,32,872,0.46296056884292175,0.4317829457364341,0.08602150537634408
14,33,873,0.4328377504848093,0.3085271317829458,0.04301075268817204
14,34,874,0.5449256625727212,0.29224806201550385,0.24347158218125955
14,35,875,0.5007110536522301,0.1744186046511628,0.1935483870967742
14,36,876,0.5370394311570782,0.3356589147286822,0.06912442396313363
14,37,877,0.5451842275371688,0.4093023255813954,0.1359447004608295
14,38,878,0.5840982546864899,0.5201550387596898,0.13671274961597543
14,39,879,0.5669036845507434,0.33643410852713174,0.16359447004608293
14,40,880,0.5172592113768584,0.6488372093023256,0.03149001536098311
14,41,881,0.5076923076923077,0.30310077519379847,0.1075268817204301
14,42,882,0.5199741435035553,0.37984496124031003,0.1466973886328725
14,43,883,0.5577246283128636,0.29224806201550385,0.11904761904761904
14,44,884,0.5892695539754363,0.4062015503875969,0.206605222734255
14,45,885,0.5828054298642534,0.345736434108527,0.17281105990783413
14,46,886,0.5773755656108598,0.3984496124031008,0.11827956989247311
14,47,887,0.4960568842921785,0.3627906976744186,0.2380952380952381
14,48,888,0.4637362637362638,0.6170542635658915,0.24347158218125958
14,49,889,0.3656108597285068,0.7395348837209301,0.14823348694316435
14,50,890,0.35526826115061416,0.6093023255813953,0.07526881720430106
14,51,891,0.45959922430510664,0.4620155038759689,0.2457757296466974
14,52,892,0.34996767937944406,0.2627906976744186,0.04761904761904762
14,53,893,0.44692954104718813,0.15426356589147286,0.03686635944700461
14,54,894,0.4355526826115061,0.23643410852713176,0.07757296466973886
14,55,895,0.604137039431157,0.3868217054263565,0.0890937019969278
14,56,896,0.4275371687136393,0.3,0.261136712749616
14,57,897,0.4683904330963153,0.30930232558139525,0.15053763440860213
14,58,898,0.5014867485455721,0.4093023255813953,0.2035330261136713
14,59,899,0.40956690368455073,0.40232558139534885,0.06374807987711212
15,0,900,0.5063994828700711,0.38914728682170535,0.22043010752688175
15,1,901,0.4393018745959922,0.486046511627907,0.29569892473118276
15,2,902,0.48933419521654825,0.39147286821705424,0.3172043010752688
15,3,903,0.3640594699418229,0.3441860465116279,0.18202764976958524
15,4,904,0.4336134453781512,0.38139534883720927,0.12135176651305682
15,5,905,0.29036845507433734,0.3542635658914728,0.1758832565284178
15,6,906,0.2857142857142857,0.3441860465116278,0.33333333333333337
15,7,907,0.31557853910795086,0.18914728682170545,0.18356374807987713
15,8,908,0.34841628959276016,0.3085271317829458,0.28417818740399386
15,9,909,0.3193277310924369,0.41937984496124026,0.19354838709677422
15,10,910,0.36418875242404647,0.47674418604651153,0.2688172043010753
15,11,911,0.35151906916612796,0.41395348837209306,0.12980030721966204
15,12,912,0.39185520361990944,0.27054263565891473,0.24500768049155144
15,13,913,0.44886877828054306,0.289922480620155,0.17741935483870966
15,14,914,0.4134453781512605,0.2527131782945737,0.2150537634408602
15,15,915,0.37453135100193924,0.34651162790697665,0.25268817204301075
15,16,916,0.44460245636716217,0.3829457364341085,0.14516129032258066
15,17,917,0.4826115061409179,0.26356589147286824,0.06989247311827956
15,18,918,0.4429217840982546,0.27984496124031005,0.059139784946236555
15,19,919,0.4515837104072399,0.3147286821705426,0.13978494623655913
15,20,920,0.5339366515837104,0.47519379844961235,0.16129032258064516
15,21,921,0.41473820297349706,0.4472868217054264,0.2043010752688172
15,22,922,0.38810601163542335,0.41007751937984493,0.14516129032258066
15,23,923,0.4098254686489981,0.2736434108527132,0.1228878648233487
15,24,924,0.4031027795733679,0.35968992248062015,0.13978494623655913
15,25,925,0.4005171299288947,0.5294573643410854,0.10752688172043011
15,26,926,0.4009049773755656,0.33100775193798454,0.14516129032258066
15,27,927,0.4619263089851325,0.3069767441860465,0.12365591397849461
15,28,928,0.3535875888817065,0.324031007751938,0.03225806451612903
15,29,929,0.3157078215901745,0.37131782945736436,0.13978494623655915
15,30,930,0.27653522947640596,0.30620155038759683,0.026881720430107524
15,31,931,0.3617323852617971,0.41937984496124026,0.05376344086021505
15,32,932,0.32773109243697474,0.3093023255813954,0.21505376344086022
15,33,933,0.3269553975436328,0.25813953488372093,0.14516129032258066
15,34,934,0.25921137685843565,0.22635658914728685,0.1075268817204301
15,35,935,0.2522301228183581,0.20852713178294577,0.08064516129032256
15,36,936,0.30665804783451844,0.4170542635658915,0.0967741935483871
15,37,937,0.36289592760181,0.3651162790697674,0.08602150537634409
15,38,938,0.34130575307045896,0.24651162790697673,0.053763440860215055
15,39,939,0.29295410471881056,0.2736434108527132,0.07757296466973886
15,40,940,0.3211376858435681,0.24728682170542635,0.14823348694316435
15,41,941,0.32501616031027797,0.3689922480620155,0.016129032258064516
15,42,942,0.48054298642533916,0.32790697674418606,0.053763440860215055
15,43,943,0.3444085326438268,0.4565891472868217,0.06451612903225806
15,44,944,0.3332902391725921,0.5534883720930232,0.04301075268817204
15,45,945,0.29696186166774396,0.5085271317829456,0.053763440860215055
15,46,946,0.3140271493212669,0.6922480620155039,0.04838709677419355
15,47,947,0.24731738849385906,0.5015503875968992,0.07526881720430108
15,48,948,0.25546218487394956,0.43643410852713177,0.026881720430107524
15,49,949,0.3301874595992243,0.5457364341085271,0.03149001536098311
15,50,950,0.3021331609566903,0.5596899224806201,0.15898617511520738
15,51,951,0.3349709114414997,0.5263565891472868,0.11597542242703532
15,52,952,0.31622495151906926,0.5674418604651161,0.041474654377880185
15,53,953,0.26851971557853904,0.431782945736434,0.09754224270353302
15,54,954,0.2730446024563671,0.569767441860465,0.026881720430107524
15,55,955,0.34945054945054943,0.41782945736434096,0.03763440860215053
15,56,956,0.21913380736910149,0.32868217054263565,0.005376344086021505
15,57,957,0.2656755009696186,0.434108527131783,0.026881720430107527
15,58,958,0.32798965740142205,0.37674418604651155,0.04838709677419355
15,59,959,0.24925662572721394,0.4038759689922481,0.04301075268817204
16,0,960,0.2906270200387847,0.41705426356589154,0.12365591397849462
16,1,961,0.3168713639301874,0.43100775193798446,0.12903225806451613
16,2,962,0.21189398836457657,0.5821705426356588,0.0
16,3,963,0.1919844861021332,0.5209302325581395,0.0967741935483871
16,4,964,0.22947640594699417,0.5503875968992248,0.03763440860215054
16,5,965,0.2877828054298642,0.38449612403100764,0.15053763440860216
16,6,966,0.4055591467356173,0.3093023255813953,0.03225806451612903
16,7,967,0.3873303167420815,0.43798449612403095,0.005376344086021505
16,8,968,0.4624434389140271,0.44961240310077516,0.01075268817204301
16,9,969,0.38564964447317385,0.5472868217054263,0.005376344086021505
16,10,970,0.3759534583063995,0.5782945736434109,0.02150537634408602
16,11,971,0.35177763413057533,0.49689922480620163,0.06989247311827956
16,12,972,0.33264382676147375,0.5457364341085271,0.059139784946236555
16,13,973,0.2340012928248222,0.43953488372093014,0.026881720430107527
16,14,974,0.301874595992243,0.4170542635658915,0.06989247311827956
16,15,975,0.3228183581124758,0.5790697674418606,0.026881720430107527
16,16,976,0.19469941822882997,0.4891472868217054,0.03225806451612903
16,17,977,0.24628312863606985,0.5457364341085271,0.0967741935483871
16,18,978,0.20219780219780217,0.4844961240310077,0.11827956989247312
16,19,979,0.3004524886877828,0.45193798449612405,0.06451612903225806
16,20,980,0.32010342598577896,0.337984496124031,0.016129032258064516
16,21,981,0.3203619909502262,0.393798449612403,0.08064516129032258
